Date,Term,Rate
2015-06-08,304,0.000788067
2015-06-08,335,0.000785509
2015-06-08,365,0.000789192
2015-06-08,395,0.000934231
2015-06-08,425,0.001068631
2015-06-08,456,0.001190082
2015-06-08,486,0.001289081
2015-06-08,516,0.001368999
2015-06-08,547,0.001431718
2015-06-08,577,0.001474298
2015-06-08,607,0.001496897
2015-06-08,638,0.00149248
2015-06-08,668,0.001485461
2015-06-08,698,0.001469494
2015-06-08,730,0.00143421
2015-06-08,1095,0.001248234
2015-06-08,1460,0.002043423
2015-06-08,1825,0.004017503
2015-06-08,2190,0.005957533
2015-06-08,2555,0.007639711
2015-06-08,2920,0.008347028
2015-06-08,3285,0.008692866
2015-06-08,3650,0.008580981
2015-06-08,4380,0.008696144
2015-06-08,5475,0.007944464
2015-06-08,7300,0.006292831
2015-06-08,9125,0.005303873
2015-06-08,10950,0.004181964
2015-06-08,14600,0.003687692
2015-06-08,18250,0.004647353
2015-06-09,0,0.001565472
2015-06-09,1,0.001507277
2015-06-09,2,0.001505455
2015-06-09,7,0.001621148
2015-06-09,14,0.001499476
2015-06-09,30,0.001171576
2015-06-09,61,0.000803314
2015-06-09,91,0.000468516
2015-06-09,122,0.000287326
2015-06-09,152,0.000238536
2015-06-09,182,0.000275364
2015-06-09,213,0.0003667
2015-06-09,243,0.000444831
2015-06-09,273,0.000608052
2015-06-09,304,0.000889543
2015-06-09,335,0.000845699
2015-06-09,365,0.000776142
2015-06-09,395,0.000960534
2015-06-09,425,0.001121842
2015-06-09,456,0.001258682
2015-06-09,486,0.001360804
2015-06-09,516,0.001433259
2015-06-09,547,0.001477978
2015-06-09,577,0.001497101
2015-06-09,607,0.001498918
2015-06-09,638,0.001479966
2015-06-09,668,0.001466475
2015-06-09,698,0.001449493
2015-06-09,730,0.001410601
2015-06-09,1095,0.001301206
2015-06-09,1460,0.002058274
2015-06-09,1825,0.004062964
2015-06-09,2190,0.00614487
2015-06-09,2555,0.007857994
2015-06-09,2920,0.008588434
2015-06-09,3285,0.00902679
2015-06-09,3650,0.008840985
2015-06-09,4380,0.008833704
2015-06-09,5475,0.00814705
2015-06-09,7300,0.006474952
2015-06-09,9125,0.005419573
2015-06-09,10950,0.00417677
2015-06-09,14600,0.003682398
2015-06-09,18250,0.004755156
2015-06-10,0,0.001565472
2015-06-10,1,0.001507277
2015-06-10,2,0.001505455
2015-06-10,7,0.001621148
2015-06-10,14,0.001499476
2015-06-10,30,0.001171576
2015-06-10,61,0.000803314
2015-06-10,91,0.000468516
2015-06-10,122,0.000287326
2015-06-10,152,0.000238536
2015-06-10,182,0.000275364
2015-06-10,213,0.0003667
2015-06-10,243,0.000444831
2015-06-10,273,0.000608052
2015-06-10,304,0.000889543
2015-06-10,335,0.000845699
2015-06-10,365,0.000776142
2015-06-10,395,0.000960534
2015-06-10,425,0.001121842
2015-06-10,456,0.001258682
2015-06-10,486,0.001360804
2015-06-10,516,0.001433259
2015-06-10,547,0.001477978
2015-06-10,577,0.001497101
2015-06-10,607,0.001498918
2015-06-10,638,0.001479966
2015-06-10,668,0.001466475
2015-06-10,698,0.001449493
2015-06-10,730,0.001410601
2015-06-10,1095,0.001301206
2015-06-10,1460,0.002058274
2015-06-10,1825,0.004062964
2015-06-10,2190,0.00614487
2015-06-10,2555,0.007857994
2015-06-10,2920,0.008588434
2015-06-10,3285,0.00902679
2015-06-10,3650,0.008840985
2015-06-10,4380,0.008833704
2015-06-10,5475,0.00814705
2015-06-10,7300,0.006474952
2015-06-10,9125,0.005419573
2015-06-10,10950,0.00417677
2015-06-10,14600,0.003682398
2015-06-10,18250,0.004755156
2015-06-11,0,0.001505007
2015-06-11,1,0.001438597
2015-06-11,2,0.001351949
2015-06-11,7,0.001626882
2015-06-11,14,0.001801606
2015-06-11,30,0.001299017
2015-06-11,61,0.000977535
2015-06-11,91,0.000646811
2015-06-11,122,0.000480501
2015-06-11,152,0.000439174
2015-06-11,182,0.00048177
2015-06-11,213,0.000581905
2015-06-11,243,0.000539045
2015-06-11,273,0.000601289
2015-06-11,304,0.001021538
2015-06-11,335,0.000968643
2015-06-11,365,0.000853824
2015-06-11,395,0.001025978
2015-06-11,425,0.00118437
2015-06-11,456,0.001314017
2015-06-11,486,0.001408858
2015-06-11,516,0.001473043
2015-06-11,547,0.001508968
2015-06-11,577,0.001520767
2015-06-11,607,0.001517092
2015-06-11,638,0.001485497
2015-06-11,668,0.001465387
2015-06-11,698,0.001448721
2015-06-11,730,0.001409783
2015-06-11,1095,0.001218812
2015-06-11,1460,0.002013568
2015-06-11,1825,0.004080997
2015-06-11,2190,0.006116655
2015-06-11,2555,0.007836116
2015-06-11,2920,0.008541471
2015-06-11,3285,0.008927364
2015-06-11,3650,0.008834089
2015-06-11,4380,0.008900905
2015-06-11,5475,0.008183637
2015-06-11,7300,0.006495905
2015-06-11,9125,0.005447768
2015-06-11,10950,0.004225247
2015-06-11,14600,0.00366096
2015-06-11,18250,0.004608067
2015-06-12,0,0.001580492
2015-06-12,1,0.001631291
2015-06-12,2,0.001688979
2015-06-12,7,0.00192184
2015-06-12,14,0.001821945
2015-06-12,30,0.001356336
2015-06-12,61,0.000877897
2015-06-12,91,0.000572193
2015-06-12,122,0.000402156
2015-06-12,152,0.00037148
2015-06-12,182,0.000423874
2015-06-12,213,0.000534035
2015-06-12,243,0.000518538
2015-06-12,273,0.000598941
2015-06-12,304,0.000928612
2015-06-12,335,0.000837034
2015-06-12,365,0.000813575
2015-06-12,395,0.000959755
2015-06-12,425,0.001095393
2015-06-12,456,0.00121202
2015-06-12,486,0.001302716
2015-06-12,516,0.001371006
2015-06-12,547,0.001419515
2015-06-12,577,0.001448436
2015-06-12,607,0.001458258
2015-06-12,638,0.001438707
2015-06-12,668,0.001424497
2015-06-12,698,0.001402342
2015-06-12,730,0.001357661
2015-06-12,1095,0.001140181
2015-06-12,1460,0.001942371
2015-06-12,1825,0.003904624
2015-06-12,2190,0.005851245
2015-06-12,2555,0.007402933
2015-06-12,2920,0.00809925
2015-06-12,3285,0.008587851
2015-06-12,3650,0.008375023
2015-06-12,4380,0.008701937
2015-06-12,5475,0.007928161
2015-06-12,7300,0.006285378
2015-06-12,9125,0.005278863
2015-06-12,10950,0.004071525
2015-06-12,14600,0.003512006
2015-06-12,18250,0.004423291
2015-06-15,0,0.001509142
2015-06-15,1,0.001364881
2015-06-15,2,0.001319717
2015-06-15,7,0.001585789
2015-06-15,14,0.001483776
2015-06-15,30,0.001278647
2015-06-15,61,0.000911363
2015-06-15,91,0.000594637
2015-06-15,122,0.000422826
2015-06-15,152,0.000382922
2015-06-15,182,0.000427286
2015-06-15,213,0.000527378
2015-06-15,243,0.000554849
2015-06-15,273,0.00064549
2015-06-15,304,0.000893898
2015-06-15,335,0.000799672
2015-06-15,365,0.000757008
2015-06-15,395,0.000921373
2015-06-15,425,0.001064686
2015-06-15,456,0.001183718
2015-06-15,486,0.001270337
2015-06-15,516,0.001328985
2015-06-15,547,0.001362065
2015-06-15,577,0.001373891
2015-06-15,607,0.001371586
2015-06-15,638,0.001351206
2015-06-15,668,0.001338298
2015-06-15,698,0.00132115
2015-06-15,730,0.001285243
2015-06-15,1095,0.001219251
2015-06-15,1460,0.00200405
2015-06-15,1825,0.003947246
2015-06-15,2190,0.005870551
2015-06-15,2555,0.007572422
2015-06-15,2920,0.00829702
2015-06-15,3285,0.008573154
2015-06-15,3650,0.008570396
2015-06-15,4380,0.008791295
2015-06-15,5475,0.007999553
2015-06-15,7300,0.006239713
2015-06-15,9125,0.005339108
2015-06-15,10950,0.004134938
2015-06-15,14600,0.003483635
2015-06-15,18250,0.004542336
2015-06-16,0,0.00142348
2015-06-16,1,0.00130355
2015-06-16,2,0.001449878
2015-06-16,7,0.002432386
2015-06-16,14,0.002034494
2015-06-16,30,0.001251229
2015-06-16,61,0.001039419
2015-06-16,91,0.000766259
2015-06-16,122,0.000703739
2015-06-16,152,0.000751526
2015-06-16,182,0.00087488
2015-06-16,213,0.00109185
2015-06-16,243,0.00031488
2015-06-16,273,2.96732E-05
2015-06-16,304,0.001343606
2015-06-16,335,0.000503668
2015-06-16,365,0.001057373
2015-06-16,395,0.001082098
2015-06-16,425,0.001109559
2015-06-16,456,0.001153788
2015-06-16,486,0.001209024
2015-06-16,516,0.001275939
2015-06-16,547,0.001358411
2015-06-16,577,0.001444914
2015-06-16,607,0.001504781
2015-06-16,638,0.00147642
2015-06-16,668,0.001481737
2015-06-16,698,0.0014416
2015-06-16,730,0.001380445
2015-06-16,1095,0.001180431
2015-06-16,1460,0.002018718
2015-06-16,1825,0.003959054
2015-06-16,2190,0.005949108
2015-06-16,2555,0.007597598
2015-06-16,2920,0.008291347
2015-06-16,3285,0.008721133
2015-06-16,3650,0.008623485
2015-06-16,4380,0.008732976
2015-06-16,5475,0.008057248
2015-06-16,7300,0.006316651
2015-06-16,9125,0.005306505
2015-06-16,10950,0.004097345
2015-06-16,14600,0.003541406
2015-06-16,18250,0.004594997
2015-06-17,0,0.00142348
2015-06-17,1,0.00130355
2015-06-17,2,0.001449878
2015-06-17,7,0.002432386
2015-06-17,14,0.002034494
2015-06-17,30,0.001251229
2015-06-17,61,0.001039419
2015-06-17,91,0.000766259
2015-06-17,122,0.000703739
2015-06-17,152,0.000751526
2015-06-17,182,0.00087488
2015-06-17,213,0.00109185
2015-06-17,243,0.00031488
2015-06-17,273,2.96732E-05
2015-06-17,304,0.001343606
2015-06-17,335,0.000503668
2015-06-17,365,0.001057373
2015-06-17,395,0.001082098
2015-06-17,425,0.001109559
2015-06-17,456,0.001153788
2015-06-17,486,0.001209024
2015-06-17,516,0.001275939
2015-06-17,547,0.001358411
2015-06-17,577,0.001444914
2015-06-17,607,0.001504781
2015-06-17,638,0.00147642
2015-06-17,668,0.001481737
2015-06-17,698,0.0014416
2015-06-17,730,0.001380445
2015-06-17,1095,0.001180431
2015-06-17,1460,0.002018718
2015-06-17,1825,0.003959054
2015-06-17,2190,0.005949108
2015-06-17,2555,0.007597598
2015-06-17,2920,0.008291347
2015-06-17,3285,0.008721133
2015-06-17,3650,0.008623485
2015-06-17,4380,0.008732976
2015-06-17,5475,0.008057248
2015-06-17,7300,0.006316651
2015-06-17,9125,0.005306505
2015-06-17,10950,0.004097345
2015-06-17,14600,0.003541406
2015-06-17,18250,0.004594997
2015-06-18,0,0.001531794
2015-06-18,1,0.001465479
2015-06-18,2,0.001381036
2015-06-18,7,0.001647766
2015-06-18,14,0.001695541
2015-06-18,30,0.001309621
2015-06-18,61,0.000985824
2015-06-18,91,0.000664834
2015-06-18,122,0.000512736
2015-06-18,152,0.000485959
2015-06-18,182,0.000544668
2015-06-18,213,0.0006607
2015-06-18,243,0.00068197
2015-06-18,273,0.000838593
2015-06-18,304,0.001162086
2015-06-18,335,0.00097151
2015-06-18,365,0.000933659
2015-06-18,395,0.001111728
2015-06-18,425,0.001264488
2015-06-18,456,0.001380403
2015-06-18,486,0.001454691
2015-06-18,516,0.001492081
2015-06-18,547,0.001495139
2015-06-18,577,0.001473993
2015-06-18,607,0.001441959
2015-06-18,638,0.00139714
2015-06-18,668,0.001373893
2015-06-18,698,0.001349541
2015-06-18,730,0.001308182
2015-06-18,1095,0.001174757
2015-06-18,1460,0.001998515
2015-06-18,1825,0.003955104
2015-06-18,2190,0.005954066
2015-06-18,2555,0.007683459
2015-06-18,2920,0.008247853
2015-06-18,3285,0.008715701
2015-06-18,3650,0.008672537
2015-06-18,4380,0.008791476
2015-06-18,5475,0.008076997
2015-06-18,7300,0.006395254
2015-06-18,9125,0.005303716
2015-06-18,10950,0.00407083
2015-06-18,14600,0.00365974
2015-06-18,18250,0.00465002
2015-06-19,0,0.001556145
2015-06-19,1,0.00158302
2015-06-19,2,0.001606817
2015-06-19,7,0.00251887
2015-06-19,14,0.002783495
2015-06-19,30,0.001410177
2015-06-19,61,0.001056818
2015-06-19,91,0.000695447
2015-06-19,122,0.000544284
2015-06-19,152,0.000517109
2015-06-19,182,0.000579895
2015-06-19,213,0.000699352
2015-06-19,243,0.000750926
2015-06-19,273,0.000878914
2015-06-19,304,0.00110623
2015-06-19,335,0.000929485
2015-06-19,365,0.000874791
2015-06-19,395,0.001019324
2015-06-19,425,0.001155586
2015-06-19,456,0.001271916
2015-06-19,486,0.001361977
2015-06-19,516,0.001429242
2015-06-19,547,0.001477105
2015-06-19,577,0.001506045
2015-06-19,607,0.001512556
2015-06-19,638,0.001495708
2015-06-19,668,0.001481202
2015-06-19,698,0.001451523
2015-06-19,730,0.001392303
2015-06-19,1095,0.001129419
2015-06-19,1460,0.001919406
2015-06-19,1825,0.003944627
2015-06-19,2190,0.005931114
2015-06-19,2555,0.007570932
2015-06-19,2920,0.008237215
2015-06-19,3285,0.008612404
2015-06-19,3650,0.008623901
2015-06-19,4380,0.008674501
2015-06-19,5475,0.008093297
2015-06-19,7300,0.006362858
2015-06-19,9125,0.005278024
2015-06-19,10950,0.004118598
2015-06-19,14600,0.003656238
2015-06-19,18250,0.004715094
2015-06-22,0,0.001490661
2015-06-22,1,0.001321753
2015-06-22,2,0.001427962
2015-06-22,7,0.001769894
2015-06-22,14,0.001670912
2015-06-22,30,0.001319604
2015-06-22,61,0.000994506
2015-06-22,91,0.000689057
2015-06-22,122,0.000539734
2015-06-22,152,0.000519564
2015-06-22,182,0.00058437
2015-06-22,213,0.000705816
2015-06-22,243,0.000794414
2015-06-22,273,0.001008887
2015-06-22,304,0.001261576
2015-06-22,335,0.001047823
2015-06-22,365,0.001011134
2015-06-22,395,0.001175793
2015-06-22,425,0.001317955
2015-06-22,456,0.001434546
2015-06-22,486,0.001517818
2015-06-22,516,0.001572121
2015-06-22,547,0.001600592
2015-06-22,577,0.001606973
2015-06-22,607,0.001590006
2015-06-22,638,0.0015548
2015-06-22,668,0.001528938
2015-06-22,698,0.001488844
2015-06-22,730,0.001420436
2015-06-22,1095,0.001139463
2015-06-22,1460,0.001966431
2015-06-22,1825,0.00405229
2015-06-22,2190,0.006085827
2015-06-22,2555,0.007757243
2015-06-22,2920,0.008452695
2015-06-22,3285,0.008858844
2015-06-22,3650,0.008821923
2015-06-22,4380,0.008833411
2015-06-22,5475,0.008176029
2015-06-22,7300,0.006517523
2015-06-22,9125,0.005388508
2015-06-22,10950,0.004221207
2015-06-22,14600,0.003783321
2015-06-22,18250,0.004785146
2015-06-23,0,0.001531997
2015-06-23,1,0.001437138
2015-06-23,2,0.001452943
2015-06-23,7,0.001737535
2015-06-23,14,0.001551113
2015-06-23,30,0.001320083
2015-06-23,61,0.001005779
2015-06-23,91,0.000694952
2015-06-23,122,0.000547933
2015-06-23,152,0.000527018
2015-06-23,182,0.00059209
2015-06-23,213,0.000712853
2015-06-23,243,0.000835008
2015-06-23,273,0.001115535
2015-06-23,304,0.001339355
2015-06-23,335,0.001189039
2015-06-23,365,0.001328194
2015-06-23,395,0.001369921
2015-06-23,425,0.001416209
2015-06-23,456,0.001468816
2015-06-23,486,0.001521366
2015-06-23,516,0.001573248
2015-06-23,547,0.001626766
2015-06-23,577,0.001672931
2015-06-23,607,0.001684541
2015-06-23,638,0.001669773
2015-06-23,668,0.001655172
2015-06-23,698,0.001613593
2015-06-23,730,0.001550288
2015-06-23,1095,0.001163061
2015-06-23,1460,0.002055484
2015-06-23,1825,0.004118121
2015-06-23,2190,0.006188415
2015-06-23,2555,0.007943069
2015-06-23,2920,0.008585865
2015-06-23,3285,0.009038038
2015-06-23,3650,0.008944729
2015-06-23,4380,0.009031888
2015-06-23,5475,0.008301223
2015-06-23,7300,0.006615657
2015-06-23,9125,0.005502076
2015-06-23,10950,0.004248293
2015-06-23,14600,0.003805322
2015-06-23,18250,0.004914243
2015-06-24,0,0.001531997
2015-06-24,1,0.001437138
2015-06-24,2,0.001452943
2015-06-24,7,0.001737535
2015-06-24,14,0.001551113
2015-06-24,30,0.001320083
2015-06-24,61,0.001005779
2015-06-24,91,0.000694952
2015-06-24,122,0.000547933
2015-06-24,152,0.000527018
2015-06-24,182,0.00059209
2015-06-24,213,0.000712853
2015-06-24,243,0.000835008
2015-06-24,273,0.001115535
2015-06-24,304,0.001339355
2015-06-24,335,0.001189039
2015-06-24,365,0.001328194
2015-06-24,395,0.001369921
2015-06-24,425,0.001416209
2015-06-24,456,0.001468816
2015-06-24,486,0.001521366
2015-06-24,516,0.001573248
2015-06-24,547,0.001626766
2015-06-24,577,0.001672931
2015-06-24,607,0.001684541
2015-06-24,638,0.001669773
2015-06-24,668,0.001655172
2015-06-24,698,0.001613593
2015-06-24,730,0.001550288
2015-06-24,1095,0.001163061
2015-06-24,1460,0.002055484
2015-06-24,1825,0.004118121
2015-06-24,2190,0.006188415
2015-06-24,2555,0.007943069
2015-06-24,2920,0.008585865
2015-06-24,3285,0.009038038
2015-06-24,3650,0.008944729
2015-06-24,4380,0.009031888
2015-06-24,5475,0.008301223
2015-06-24,7300,0.006615657
2015-06-24,9125,0.005502076
2015-06-24,10950,0.004248293
2015-06-24,14600,0.003805322
2015-06-24,18250,0.004914243
2015-06-25,0,0.001510237
2015-06-25,1,0.001443185
2015-06-25,2,0.001356831
2015-06-25,7,0.001633527
2015-06-25,14,0.001923176
2015-06-25,30,0.001558103
2015-06-25,61,0.001311611
2015-06-25,91,0.00098371
2015-06-25,122,0.000819679
2015-06-25,152,0.000776648
2015-06-25,182,0.000821413
2015-06-25,213,0.0009136
2015-06-25,243,0.001175143
2015-06-25,273,0.001303888
2015-06-25,304,0.001203716
2015-06-25,335,0.001372388
2015-06-25,365,0.001400223
2015-06-25,395,0.001467138
2015-06-25,425,0.001528303
2015-06-25,456,0.001582275
2015-06-25,486,0.001623358
2015-06-25,516,0.001651757
2015-06-25,547,0.001669351
2015-06-25,577,0.001676586
2015-06-25,607,0.001660663
2015-06-25,638,0.001639922
2015-06-25,668,0.001601409
2015-06-25,698,0.001554847
2015-06-25,730,0.001499176
2015-06-25,1095,0.001137025
2015-06-25,1460,0.001919295
2015-06-25,1825,0.004056142
2015-06-25,2190,0.006110846
2015-06-25,2555,0.007785013
2015-06-25,2920,0.008537786
2015-06-25,3285,0.008905935
2015-06-25,3650,0.00875387
2015-06-25,4380,0.008858342
2015-06-25,5475,0.008131736
2015-06-25,7300,0.00642838
2015-06-25,9125,0.00529782
2015-06-25,10950,0.004109895
2015-06-25,14600,0.003697509
2015-06-25,18250,0.004742211
2015-06-26,0,0.001567733
2015-06-26,1,0.00155532
2015-06-26,2,0.00154959
2015-06-26,7,0.000199228
2015-06-26,14,0.000645092
2015-06-26,30,0.001301037
2015-06-26,61,0.00127655
2015-06-26,91,0.001062803
2015-06-26,122,0.000854573
2015-06-26,152,0.000797211
2015-06-26,182,0.000812713
2015-06-26,213,0.000879544
2015-06-26,243,0.001099168
2015-06-26,273,0.00136193
2015-06-26,304,0.001412827
2015-06-26,335,0.001355752
2015-06-26,365,0.001338368
2015-06-26,395,0.001453374
2015-06-26,425,0.001556096
2015-06-26,456,0.001641091
2015-06-26,486,0.001702257
2015-06-26,516,0.001740479
2015-06-26,547,0.001757721
2015-06-26,577,0.001756845
2015-06-26,607,0.001731694
2015-06-26,638,0.001703462
2015-06-26,668,0.001675533
2015-06-26,698,0.001637202
2015-06-26,730,0.001580576
2015-06-26,1095,0.001167932
2015-06-26,1460,0.001984325
2015-06-26,1825,0.004164392
2015-06-26,2190,0.006293311
2015-06-26,2555,0.008057461
2015-06-26,2920,0.008707274
2015-06-26,3285,0.009163083
2015-06-26,3650,0.009033141
2015-06-26,4380,0.009057302
2015-06-26,5475,0.008285876
2015-06-26,7300,0.00656372
2015-06-26,9125,0.005374763
2015-06-26,10950,0.004144178
2015-06-26,14600,0.003808471
2015-06-26,18250,0.004764597
2015-06-29,0,0.001479683
2015-06-29,1,0.001303179
2015-06-29,2,0.001442869
2015-06-29,7,0.001884917
2015-06-29,14,0.001856186
2015-06-29,30,0.001513441
2015-06-29,61,0.001190777
2015-06-29,91,0.000862993
2015-06-29,122,0.000688963
2015-06-29,152,0.000643534
2015-06-29,182,0.00068392
2015-06-29,213,0.000778373
2015-06-29,243,0.000956198
2015-06-29,273,0.001204816
2015-06-29,304,0.001263744
2015-06-29,335,0.001134246
2015-06-29,365,0.001242223
2015-06-29,395,0.001339731
2015-06-29,425,0.00142896
2015-06-29,456,0.001512085
2015-06-29,486,0.001580846
2015-06-29,516,0.001636337
2015-06-29,547,0.001681365
2015-06-29,577,0.001712035
2015-06-29,607,0.001708443
2015-06-29,638,0.001688944
2015-06-29,668,0.001662883
2015-06-29,698,0.001610222
2015-06-29,730,0.001534747
2015-06-29,1095,0.001157848
2015-06-29,1460,0.001950312
2015-06-29,1825,0.004042347
2015-06-29,2190,0.006151046
2015-06-29,2555,0.007870442
2015-06-29,2920,0.008558045
2015-06-29,3285,0.008943344
2015-06-29,3650,0.008870351
2015-06-29,4380,0.008825682
2015-06-29,5475,0.008086978
2015-06-29,7300,0.006396365
2015-06-29,9125,0.005275537
2015-06-29,10950,0.004108431
2015-06-29,14600,0.003676074
2015-06-29,18250,0.004725593
2015-06-30,0,0.001479683
2015-06-30,1,0.001303179
2015-06-30,2,0.001442869
2015-06-30,7,0.001884917
2015-06-30,14,0.001856186
2015-06-30,30,0.001513441
2015-06-30,61,0.001190777
2015-06-30,91,0.000862993
2015-06-30,122,0.000688963
2015-06-30,152,0.000643534
2015-06-30,182,0.00068392
2015-06-30,213,0.000778373
2015-06-30,243,0.000956198
2015-06-30,273,0.001204816
2015-06-30,304,0.001263744
2015-06-30,335,0.001134246
2015-06-30,365,0.001242223
2015-06-30,395,0.001339731
2015-06-30,425,0.00142896
2015-06-30,456,0.001512085
2015-06-30,486,0.001580846
2015-06-30,516,0.001636337
2015-06-30,547,0.001681365
2015-06-30,577,0.001712035
2015-06-30,607,0.001708443
2015-06-30,638,0.001688944
2015-06-30,668,0.001662883
2015-06-30,698,0.001610222
2015-06-30,730,0.001534747
2015-06-30,1095,0.001157848
2015-06-30,1460,0.001950312
2015-06-30,1825,0.004042347
2015-06-30,2190,0.006151046
2015-06-30,2555,0.007870442
2015-06-30,2920,0.008558045
2015-06-30,3285,0.008943344
2015-06-30,3650,0.008870351
2015-06-30,4380,0.008825682
2015-06-30,5475,0.008086978
2015-06-30,7300,0.006396365
2015-06-30,9125,0.005275537
2015-06-30,10950,0.004108431
2015-06-30,14600,0.003676074
2015-06-30,18250,0.004725593
2015-07-01,0,0.001479683
2015-07-01,1,0.001303179
2015-07-01,2,0.001442869
2015-07-01,7,0.001884917
2015-07-01,14,0.001856186
2015-07-01,30,0.001513441
2015-07-01,61,0.001190777
2015-07-01,91,0.000862993
2015-07-01,122,0.000688963
2015-07-01,152,0.000643534
2015-07-01,182,0.00068392
2015-07-01,213,0.000778373
2015-07-01,243,0.000956198
2015-07-01,273,0.001204816
2015-07-01,304,0.001263744
2015-07-01,335,0.001134246
2015-07-01,365,0.001242223
2015-07-01,395,0.001339731
2015-07-01,425,0.00142896
2015-07-01,456,0.001512085
2015-07-01,486,0.001580846
2015-07-01,516,0.001636337
2015-07-01,547,0.001681365
2015-07-01,577,0.001712035
2015-07-01,607,0.001708443
2015-07-01,638,0.001688944
2015-07-01,668,0.001662883
2015-07-01,698,0.001610222
2015-07-01,730,0.001534747
2015-07-01,1095,0.001157848
2015-07-01,1460,0.001950312
2015-07-01,1825,0.004042347
2015-07-01,2190,0.006151046
2015-07-01,2555,0.007870442
2015-07-01,2920,0.008558045
2015-07-01,3285,0.008943344
2015-07-01,3650,0.008870351
2015-07-01,4380,0.008825682
2015-07-01,5475,0.008086978
2015-07-01,7300,0.006396365
2015-07-01,9125,0.005275537
2015-07-01,10950,0.004108431
2015-07-01,14600,0.003676074
2015-07-01,18250,0.004725593
2015-07-02,0,0.001555921
2015-07-02,1,0.001580689
2015-07-02,2,0.001608199
2015-07-02,7,0.002490018
2015-07-02,14,0.002728544
2015-07-02,30,0.001440512
2015-07-02,61,0.001151918
2015-07-02,91,0.000773973
2015-07-02,122,0.000612576
2015-07-02,152,0.000570382
2015-07-02,182,0.000618847
2015-07-02,213,0.0007212
2015-07-02,243,0.000853455
2015-07-02,273,0.001057332
2015-07-02,304,0.001124323
2015-07-02,335,0.001017288
2015-07-02,365,0.001203901
2015-07-02,395,0.001217038
2015-07-02,425,0.001251544
2015-07-02,456,0.001322895
2015-07-02,486,0.00141742
2015-07-02,516,0.001533158
2015-07-02,547,0.001674581
2015-07-02,577,0.001818153
2015-07-02,607,0.001901748
2015-07-02,638,0.0019349
2015-07-02,668,0.001929892
2015-07-02,698,0.001868884
2015-07-02,730,0.001764112
2015-07-02,1095,0.00109451
2015-07-02,1460,0.002028949
2015-07-02,1825,0.00409818
2015-07-02,2190,0.006184339
2015-07-02,2555,0.007939843
2015-07-02,2920,0.008636155
2015-07-02,3285,0.00903045
2015-07-02,3650,0.008962247
2015-07-02,4380,0.008996794
2015-07-02,5475,0.008307378
2015-07-02,7300,0.00660143
2015-07-02,9125,0.005419268
2015-07-02,10950,0.004246438
2015-07-02,14600,0.003813504
2015-07-02,18250,0.004894968
2015-07-03,0,0.001591722
2015-07-03,1,0.00164271
2015-07-03,2,0.001706331
2015-07-03,7,0.001894229
2015-07-03,14,0.001784266
2015-07-03,30,0.001483788
2015-07-03,61,0.001074775
2015-07-03,91,0.000753473
2015-07-03,122,0.000570536
2015-07-03,152,0.000523215
2015-07-03,182,0.000560517
2015-07-03,213,0.000651696
2015-07-03,243,0.000822042
2015-07-03,273,0.001034332
2015-07-03,304,0.001060594
2015-07-03,335,0.000991914
2015-07-03,365,0.001161252
2015-07-03,395,0.001251989
2015-07-03,425,0.001334948
2015-07-03,456,0.001414879
2015-07-03,486,0.00148321
2015-07-03,516,0.00154074
2015-07-03,547,0.001590604
2015-07-03,577,0.001629572
2015-07-03,607,0.00163683
2015-07-03,638,0.001631389
2015-07-03,668,0.001617373
2015-07-03,698,0.001578831
2015-07-03,730,0.001525546
2015-07-03,1095,0.001143136
2015-07-03,1460,0.00189034
2015-07-03,1825,0.00398656
2015-07-03,2190,0.00602051
2015-07-03,2555,0.007802966
2015-07-03,2920,0.008515539
2015-07-03,3285,0.008785844
2015-07-03,3650,0.008881518
2015-07-03,4380,0.008928678
2015-07-03,5475,0.008139585
2015-07-03,7300,0.006523783
2015-07-03,9125,0.005301148
2015-07-03,10950,0.004163351
2015-07-03,14600,0.003733676
2015-07-03,18250,0.004797622
2015-07-06,0,0.001507293
2015-07-06,1,0.001338639
2015-07-06,2,0.001446564
2015-07-06,7,0.001769334
2015-07-06,14,0.001675436
2015-07-06,30,0.001333998
2015-07-06,61,0.000983651
2015-07-06,91,0.000649932
2015-07-06,122,0.000472396
2015-07-06,152,0.000425678
2015-07-06,182,0.0004663
2015-07-06,213,0.000556686
2015-07-06,243,0.000741645
2015-07-06,273,0.000921463
2015-07-06,304,0.000886648
2015-07-06,335,0.000900919
2015-07-06,365,0.00110047
2015-07-06,395,0.001134732
2015-07-06,425,0.001180329
2015-07-06,456,0.001243792
2015-07-06,486,0.001315892
2015-07-06,516,0.001395401
2015-07-06,547,0.001485744
2015-07-06,577,0.00157272
2015-07-06,607,0.00162067
2015-07-06,638,0.001648592
2015-07-06,668,0.00165291
2015-07-06,698,0.001625338
2015-07-06,730,0.001581105
2015-07-06,1095,0.001129992
2015-07-06,1460,0.001935291
2015-07-06,1825,0.003973016
2015-07-06,2190,0.005987977
2015-07-06,2555,0.00762303
2015-07-06,2920,0.0083122
2015-07-06,3285,0.008854837
2015-07-06,3650,0.008662807
2015-07-06,4380,0.008851144
2015-07-06,5475,0.008136412
2015-07-06,7300,0.006485864
2015-07-06,9125,0.005302782
2015-07-06,10950,0.004181462
2015-07-06,14600,0.003696229
2015-07-06,18250,0.004795695
2015-07-07,0,0.001579784
