Date,Term,0
2013-11-13,1095,0.285
2013-11-13,2190,0.963
2013-11-13,2555,1.177
2013-11-13,2920,1.371
2013-11-13,3285,1.5430000000000001
2013-11-14,30,0.1053
2013-11-14,61,0.105
2013-11-14,91,0.105
2013-11-14,122,0.10300000000000001
2013-11-14,152,0.10099999999999999
2013-11-14,182,0.10099999999999999
2013-11-14,213,0.102
2013-11-14,243,0.10300000000000001
2013-11-14,273,0.105
2013-11-14,304,0.1085
2013-11-14,335,0.106
2013-11-14,365,0.1075
2013-11-14,547,0.127
2013-11-14,730,0.1585
2013-11-14,1095,0.292
2013-11-14,2190,0.948
2013-11-14,2555,1.157
2013-11-14,2920,1.344
2013-11-14,3285,1.5130000000000001
2013-11-15,30,0.1
2013-11-15,61,0.109
2013-11-15,91,0.10800000000000001
2013-11-15,122,0.105
2013-11-15,152,0.10400000000000001
2013-11-15,182,0.10300000000000001
2013-11-15,213,0.1
2013-11-15,243,0.1
2013-11-15,273,0.10300000000000001
2013-11-15,304,0.105
2013-11-15,335,0.106
2013-11-15,365,0.10800000000000001
2013-11-15,547,0.127
2013-11-15,730,0.16399999999999998
2013-11-15,1095,0.305
2013-11-15,2190,0.9520000000000001
2013-11-15,2555,1.159
2013-11-15,2920,1.345
2013-11-15,3285,1.5130000000000001
2013-11-18,30,0.102
2013-11-18,61,0.113
2013-11-18,91,0.10800000000000001
2013-11-18,122,0.105
2013-11-18,152,0.10300000000000001
2013-11-18,182,0.1
2013-11-18,213,0.102
2013-11-18,243,0.0955
2013-11-18,273,0.10099999999999999
2013-11-18,304,0.102
2013-11-18,335,0.10400000000000001
2013-11-18,365,0.105
2013-11-18,547,0.122
2013-11-18,730,0.155
2013-11-18,1095,0.28600000000000003
2013-11-18,2190,0.9309999999999999
2013-11-18,2555,1.137
2013-11-18,2920,1.325
2013-11-18,3285,1.493
2013-11-19,30,0.105
2013-11-19,61,0.115
2013-11-19,91,0.11
2013-11-19,122,0.105
2013-11-19,152,0.105
2013-11-19,182,0.10099999999999999
2013-11-19,213,0.105
2013-11-19,243,0.105
2013-11-19,273,0.105
2013-11-19,304,0.105
2013-11-19,335,0.105
2013-11-19,365,0.11
2013-11-19,547,0.125
2013-11-19,730,0.16699999999999998
2013-11-19,1095,0.3
2013-11-19,2190,0.966
2013-11-19,2555,1.176
2013-11-19,2920,1.367
2013-11-19,3285,1.5390000000000001
2013-11-20,30,0.125
2013-11-20,61,0.13
2013-11-20,91,0.11
2013-11-20,122,0.1
2013-11-20,152,0.095
2013-11-20,182,0.08900000000000001
2013-11-20,213,0.09
2013-11-20,243,0.09
2013-11-20,273,0.09
2013-11-20,304,0.09
2013-11-20,335,0.09
2013-11-20,365,0.09
2013-11-20,547,0.11
2013-11-20,730,0.1365
2013-11-20,1095,0.2785
2013-11-20,2190,0.972
2013-11-20,2555,1.19
2013-11-20,2920,1.386
2013-11-20,3285,1.564
2013-11-21,30,0.115
2013-11-21,61,0.1265
2013-11-21,91,0.11
2013-11-21,122,0.105
2013-11-21,152,0.10099999999999999
2013-11-21,182,0.098
2013-11-21,213,0.095
2013-11-21,243,0.095
2013-11-21,273,0.0925
2013-11-21,304,0.08900000000000001
2013-11-21,335,0.08900000000000001
2013-11-21,365,0.095
2013-11-21,547,0.1075
2013-11-21,730,0.136
2013-11-21,1095,0.275
2013-11-21,2190,0.9570000000000001
2013-11-21,2555,1.172
2013-11-21,2920,1.3659999999999999
2013-11-21,3285,1.538
2013-11-22,30,0.13
2013-11-22,61,0.13
2013-11-22,91,0.135
2013-11-22,122,0.125
2013-11-22,152,0.11900000000000001
2013-11-22,182,0.114
2013-11-22,213,0.113
2013-11-22,243,0.11199999999999999
2013-11-22,273,0.11
2013-11-22,304,0.11
2013-11-22,335,0.11
2013-11-22,365,0.11
2013-11-22,547,0.129
2013-11-22,730,0.162
2013-11-22,1095,0.304
2013-11-22,2190,0.9620000000000001
2013-11-22,2555,1.173
2013-11-22,2920,1.3619999999999999
2013-11-22,3285,1.5330000000000001
2013-11-25,30,0.135
2013-11-25,61,0.152
2013-11-25,91,0.13
2013-11-25,122,0.125
2013-11-25,152,0.12
2013-11-25,182,0.11800000000000001
2013-11-25,213,0.115
2013-11-25,243,0.11599999999999999
2013-11-25,273,0.115
2013-11-25,304,0.11599999999999999
2013-11-25,335,0.11699999999999999
2013-11-25,365,0.11800000000000001
2013-11-25,547,0.13699999999999998
2013-11-25,730,0.168
2013-11-25,1095,0.304
2013-11-25,2190,0.9470000000000001
2013-11-25,2555,1.153
2013-11-25,2920,1.339
2013-11-25,3285,1.506
2013-11-26,30,0.125
2013-11-26,61,0.12
2013-11-26,91,0.12
2013-11-26,122,0.11599999999999999
2013-11-26,152,0.11199999999999999
2013-11-26,182,0.11
2013-11-26,213,0.105
2013-11-26,243,0.106
2013-11-26,273,0.105
2013-11-26,304,0.105
2013-11-26,335,0.105
2013-11-26,365,0.107
2013-11-26,547,0.128
2013-11-26,730,0.16
2013-11-26,1095,0.28600000000000003
2013-11-26,2190,0.9329999999999999
2013-11-26,2555,1.138
2013-11-26,2920,1.3219999999999998
2013-11-26,3285,1.4869999999999999
2013-11-27,30,0.14
2013-11-27,61,0.131
2013-11-27,91,0.124
2013-11-27,122,0.11599999999999999
2013-11-27,152,0.114
2013-11-27,182,0.1198
2013-11-27,213,0.107
2013-11-27,243,0.106
2013-11-27,273,0.105
2013-11-27,304,0.1
2013-11-27,335,0.106
2013-11-27,365,0.105
2013-11-27,547,0.11800000000000001
2013-11-27,730,0.15
2013-11-27,1095,0.281
2013-11-27,2190,0.9329999999999999
2013-11-27,2555,1.141
2013-11-27,2920,1.329
2013-11-27,3285,1.496
2013-11-28,30,0.1478
2013-11-28,61,0.131
2013-11-28,91,0.125
2013-11-28,122,0.121
2013-11-28,152,0.12
2013-11-28,182,0.113
2013-11-28,213,0.11
2013-11-28,243,0.11
2013-11-28,273,0.109
2013-11-28,304,0.0935
2013-11-28,335,0.109
2013-11-28,365,0.109
2013-11-28,547,0.1085
2013-11-28,730,0.156
2013-11-28,1095,0.285
2013-11-28,2190,0.935
2013-11-28,2555,1.143
2013-11-28,2920,1.3319999999999999
2013-11-28,3285,1.5019999999999998
2013-11-29,30,0.1505
2013-11-29,61,0.135
2013-11-29,91,0.125
2013-11-29,122,0.121
2013-11-29,152,0.115
2013-11-29,182,0.115
2013-11-29,213,0.11
2013-11-29,243,0.109
2013-11-29,273,0.106
2013-11-29,304,0.11
2013-11-29,335,0.11
2013-11-29,365,0.11
2013-11-29,547,0.115
2013-11-29,730,0.146
2013-11-29,1095,0.275
2013-11-29,2190,0.9359999999999999
2013-11-29,2555,1.143
2013-11-29,2920,1.3330000000000002
2013-11-29,3285,1.5030000000000001
2013-12-02,30,0.146
2013-12-02,61,0.135
2013-12-02,91,0.126
2013-12-02,122,0.12
2013-12-02,152,0.11699999999999999
2013-12-02,182,0.113
2013-12-02,213,0.11199999999999999
2013-12-02,243,0.1105
2013-12-02,273,0.1095
2013-12-02,304,0.10800000000000001
2013-12-02,335,0.10800000000000001
2013-12-02,365,0.1085
2013-12-02,547,0.115
2013-12-02,730,0.146
2013-12-02,1095,0.28
2013-12-02,2190,0.9540000000000001
2013-12-02,2555,1.166
2013-12-02,2920,1.359
2013-12-02,3285,1.531
2013-12-03,30,0.1545
2013-12-03,61,0.135
2013-12-03,91,0.125
2013-12-03,122,0.121
2013-12-03,152,0.12
2013-12-03,182,0.115
2013-12-03,213,0.113
2013-12-03,243,0.11
2013-12-03,273,0.11
2013-12-03,304,0.109
2013-12-03,335,0.10800000000000001
2013-12-03,365,0.109
2013-12-03,547,0.115
2013-12-03,730,0.142
2013-12-03,1095,0.27
2013-12-03,2190,0.943
2013-12-03,2555,1.151
2013-12-03,2920,1.339
2013-12-03,3285,1.5090000000000001
2013-12-04,30,0.151
2013-12-04,61,0.133
2013-12-04,91,0.125
2013-12-04,122,0.12
2013-12-04,152,0.11599999999999999
2013-12-04,182,0.115
2013-12-04,213,0.113
2013-12-04,243,0.113
2013-12-04,273,0.113
2013-12-04,304,0.113
2013-12-04,335,0.114
2013-12-04,365,0.1145
2013-12-04,547,0.13
2013-12-04,730,0.16399999999999998
2013-12-04,1095,0.3
2013-12-04,2190,1.0
2013-12-04,2555,1.2109999999999999
2013-12-04,2920,1.4
2013-12-04,3285,1.5719999999999998
2013-12-05,30,0.16399999999999998
2013-12-05,61,0.14
2013-12-05,91,0.135
2013-12-05,122,0.135
2013-12-05,152,0.13
2013-12-05,182,0.13
2013-12-05,213,0.13
2013-12-05,243,0.132
2013-12-05,273,0.13
2013-12-05,304,0.133
2013-12-05,335,0.13
2013-12-05,365,0.135
2013-12-05,547,0.14800000000000002
2013-12-05,730,0.184
2013-12-05,1095,0.332
2013-12-05,2190,1.053
2013-12-05,2555,1.262
2013-12-05,2920,1.449
2013-12-05,3285,1.617
2013-12-06,30,0.18
2013-12-06,61,0.162
2013-12-06,91,0.155
2013-12-06,122,0.15
2013-12-06,152,0.15
2013-12-06,182,0.152
2013-12-06,213,0.15
2013-12-06,243,0.15
2013-12-06,273,0.147
2013-12-06,304,0.147
2013-12-06,335,0.147
2013-12-06,365,0.147
2013-12-06,547,0.155
2013-12-06,730,0.188
2013-12-06,1095,0.3345
2013-12-06,2190,1.034
2013-12-06,2555,1.242
2013-12-06,2920,1.431
2013-12-06,3285,1.601
2013-12-09,30,0.18
2013-12-09,61,0.165
2013-12-09,91,0.156
2013-12-09,122,0.155
2013-12-09,152,0.154
2013-12-09,182,0.1525
2013-12-09,213,0.155
2013-12-09,243,0.153
2013-12-09,273,0.154
2013-12-09,304,0.156
2013-12-09,335,0.155
2013-12-09,365,0.157
2013-12-09,547,0.165
2013-12-09,730,0.198
2013-12-09,1095,0.34600000000000003
2013-12-09,2190,1.037
2013-12-09,2555,1.246
2013-12-09,2920,1.435
2013-12-09,3285,1.604
2013-12-10,30,0.175
2013-12-10,61,0.16
2013-12-10,91,0.155
2013-12-10,122,0.156
2013-12-10,152,0.155
2013-12-10,182,0.15
2013-12-10,213,0.15
2013-12-10,243,0.15
2013-12-10,273,0.15
2013-12-10,304,0.15
2013-12-10,335,0.152
2013-12-10,365,0.15
2013-12-10,547,0.16
2013-12-10,730,0.195
2013-12-10,1095,0.335
2013-12-10,2190,1.0190000000000001
2013-12-10,2555,1.226
2013-12-10,2920,1.412
2013-12-10,3285,1.581
2013-12-11,30,0.185
2013-12-11,61,0.168
2013-12-11,91,0.17
2013-12-11,122,0.165
2013-12-11,152,0.17
2013-12-11,182,0.171
2013-12-11,213,0.17600000000000002
2013-12-11,243,0.1835
2013-12-11,273,0.175
2013-12-11,304,0.177
2013-12-11,335,0.17800000000000002
2013-12-11,365,0.1825
2013-12-11,547,0.1955
2013-12-11,730,0.23
2013-12-11,1095,0.37
2013-12-11,2190,1.025
2013-12-11,2555,1.23
2013-12-11,2920,1.416
2013-12-11,3285,1.5819999999999999
2013-12-12,30,0.19
2013-12-12,61,0.18
2013-12-12,91,0.18
2013-12-12,122,0.175
2013-12-12,152,0.175
2013-12-12,182,0.175
2013-12-12,213,0.18
2013-12-12,243,0.175
2013-12-12,273,0.175
2013-12-12,304,0.179
2013-12-12,335,0.17800000000000002
2013-12-12,365,0.17800000000000002
2013-12-12,547,0.188
2013-12-12,730,0.21899999999999997
2013-12-12,1095,0.36
2013-12-12,2190,1.02
2013-12-12,2555,1.222
2013-12-12,2920,1.4069999999999998
2013-12-12,3285,1.5730000000000002
2013-12-13,30,0.205
2013-12-13,61,0.187
2013-12-13,91,0.18
2013-12-13,122,0.18
2013-12-13,152,0.182
2013-12-13,182,0.182
2013-12-13,213,0.18
2013-12-13,243,0.1845
2013-12-13,273,0.184
2013-12-13,304,0.175
2013-12-13,335,0.175
2013-12-13,365,0.175
2013-12-13,547,0.18
2013-12-13,730,0.21
2013-12-13,1095,0.3505
2013-12-13,2190,0.992
2013-12-13,2555,1.194
2013-12-13,2920,1.3780000000000001
2013-12-13,3285,1.546
2013-12-16,30,0.203
2013-12-16,61,0.18899999999999997
2013-12-16,91,0.185
2013-12-16,122,0.19
2013-12-16,152,0.192
2013-12-16,182,0.19399999999999998
2013-12-16,213,0.193
2013-12-16,243,0.192
2013-12-16,273,0.195
2013-12-16,304,0.1835
2013-12-16,335,0.195
2013-12-16,365,0.195
2013-12-16,547,0.19899999999999998
2013-12-16,730,0.23
2013-12-16,1095,0.363
2013-12-16,2190,1.0090000000000001
2013-12-16,2555,1.209
2013-12-16,2920,1.392
2013-12-16,3285,1.5590000000000002
2013-12-17,30,0.212
2013-12-17,61,0.19699999999999998
2013-12-17,91,0.19
2013-12-17,122,0.185
2013-12-17,152,0.18100000000000002
2013-12-17,182,0.17800000000000002
2013-12-17,213,0.172
2013-12-17,243,0.17
2013-12-17,273,0.165
2013-12-17,304,0.166
2013-12-17,335,0.165
2013-12-17,365,0.16
2013-12-17,547,0.16899999999999998
2013-12-17,730,0.198
2013-12-17,1095,0.3335
2013-12-17,2190,0.9840000000000001
2013-12-17,2555,1.189
2013-12-17,2920,1.375
2013-12-17,3285,1.5419999999999998
2013-12-18,30,0.1975
2013-12-18,61,0.18100000000000002
2013-12-18,91,0.174
2013-12-18,122,0.168
2013-12-18,152,0.16399999999999998
2013-12-18,182,0.16
2013-12-18,213,0.158
2013-12-18,243,0.155
2013-12-18,273,0.155
2013-12-18,304,0.155
2013-12-18,335,0.155
2013-12-18,365,0.155
2013-12-18,547,0.1665
2013-12-18,730,0.2
2013-12-18,1095,0.349
2013-12-18,2190,1.014
2013-12-18,2555,1.218
2013-12-18,2920,1.403
2013-12-18,3285,1.57
2013-12-19,30,0.17
2013-12-19,61,0.161
2013-12-19,91,0.156
2013-12-19,122,0.153
2013-12-19,152,0.154
2013-12-19,182,0.149
2013-12-19,213,0.147
2013-12-19,243,0.145
2013-12-19,273,0.145
2013-12-19,304,0.14400000000000002
2013-12-19,335,0.14400000000000002
2013-12-19,365,0.142
2013-12-19,547,0.154
2013-12-19,730,0.19399999999999998
2013-12-19,1095,0.34700000000000003
2013-12-19,2190,1.04
2013-12-19,2555,1.246
2013-12-19,2920,1.432
2013-12-19,3285,1.601
2013-12-20,30,0.185
2013-12-20,61,0.175
2013-12-20,91,0.16699999999999998
2013-12-20,122,0.168
2013-12-20,152,0.166
2013-12-20,182,0.17
2013-12-20,213,0.16
2013-12-20,243,0.165
2013-12-20,273,0.158
2013-12-20,304,0.155
2013-12-20,335,0.16
2013-12-20,365,0.1585
2013-12-20,547,0.174
2013-12-20,730,0.213
2013-12-20,1095,0.37
2013-12-20,2190,1.056
2013-12-20,2555,1.255
2013-12-20,2920,1.4369999999999998
2013-12-20,3285,1.6019999999999999
2013-12-23,30,0.1835
2013-12-23,61,0.174
2013-12-23,91,0.16
2013-12-23,122,0.161
2013-12-23,152,0.159
2013-12-23,182,0.157
2013-12-23,213,0.157
2013-12-23,243,0.157
2013-12-23,273,0.157
2013-12-23,304,0.161
2013-12-23,335,0.1585
2013-12-23,365,0.163
2013-12-23,547,0.183
2013-12-23,730,0.235
2013-12-23,1095,0.4
2013-12-23,2190,1.072
2013-12-23,2555,1.272
2013-12-23,2920,1.453
2013-12-23,3285,1.618
2013-12-24,30,0.18100000000000002
2013-12-24,61,0.16699999999999998
2013-12-24,91,0.165
2013-12-24,122,0.157
2013-12-24,152,0.155
2013-12-24,182,0.152
2013-12-24,213,0.153
2013-12-24,243,0.1443
2013-12-24,273,0.153
2013-12-24,304,0.153
2013-12-24,335,0.158
2013-12-24,365,0.16
2013-12-24,547,0.175
2013-12-24,730,0.2123
2013-12-24,1095,0.4058
2013-12-24,2190,1.073
2013-12-24,2555,1.273
2013-12-24,2920,1.456
2013-12-24,3285,1.6219999999999999
2013-12-25,30,0.1835
2013-12-25,61,0.17
2013-12-25,91,0.165
2013-12-25,122,0.1395
2013-12-25,152,0.14
2013-12-25,182,0.1355
2013-12-25,213,0.095
2013-12-25,243,0.1345
2013-12-25,273,0.1345
2013-12-25,304,0.11199999999999999
2013-12-25,335,0.158
2013-12-25,365,0.16
2013-12-25,547,0.18
2013-12-25,730,0.2055
2013-12-25,1095,0.395
2013-12-25,2190,1.073
2013-12-25,2555,1.273
2013-12-25,2920,1.456
2013-12-25,3285,1.6219999999999999
2013-12-26,30,0.1835
2013-12-26,61,0.17
2013-12-26,91,0.165
2013-12-26,122,0.16
2013-12-26,152,0.16
2013-12-26,182,0.1355
2013-12-26,213,0.095
2013-12-26,243,0.1345
2013-12-26,273,0.1345
2013-12-26,304,0.11199999999999999
2013-12-26,335,0.16
2013-12-26,365,0.16
2013-12-26,547,0.18
2013-12-26,730,0.2055
2013-12-26,1095,0.395
2013-12-26,2190,1.073
2013-12-26,2555,1.273
2013-12-26,2920,1.456
2013-12-26,3285,1.6219999999999999
2013-12-27,30,0.1785
2013-12-27,61,0.17
2013-12-27,91,0.1528
2013-12-27,122,0.158
2013-12-27,152,0.154
2013-12-27,182,0.149
2013-12-27,213,0.151
2013-12-27,243,0.15
2013-12-27,273,0.149
2013-12-27,304,0.14300000000000002
2013-12-27,335,0.14800000000000002
2013-12-27,365,0.14800000000000002
2013-12-27,547,0.1665
2013-12-27,730,0.221
2013-12-27,1095,0.408
2013-12-27,2190,1.138
2013-12-27,2555,1.338
2013-12-27,2920,1.5190000000000001
2013-12-27,3285,1.6840000000000002
2013-12-30,30,0.1555
2013-12-30,61,0.158
2013-12-30,91,0.154
2013-12-30,122,0.153
2013-12-30,152,0.15
2013-12-30,182,0.145
2013-12-30,213,0.136
2013-12-30,243,0.14400000000000002
2013-12-30,273,0.142
2013-12-30,304,0.14
2013-12-30,335,0.141
2013-12-30,365,0.14
2013-12-30,547,0.161
2013-12-30,730,0.212
2013-12-30,1095,0.402
2013-12-30,2190,1.104
2013-12-30,2555,1.3090000000000002
2013-12-30,2920,1.4909999999999999
2013-12-30,3285,1.6569999999999998
2013-12-31,30,0.162
2013-12-31,61,0.16
2013-12-31,91,0.157
2013-12-31,122,0.157
2013-12-31,152,0.154
2013-12-31,182,0.146
2013-12-31,213,0.142
2013-12-31,243,0.145
2013-12-31,273,0.146
2013-12-31,304,0.147
2013-12-31,335,0.147
2013-12-31,365,0.158
2013-12-31,547,0.184
2013-12-31,730,0.228
2013-12-31,1095,0.43799999999999994
2013-12-31,2190,1.112
2013-12-31,2555,1.3119999999999998
2013-12-31,2920,1.495
2013-12-31,3285,1.66
2014-01-01,30,0.1565
2014-01-01,61,0.149
2014-01-01,91,0.155
2014-01-01,122,0.15
2014-01-01,152,0.15
2014-01-01,182,0.125
2014-01-01,213,0.145
2014-01-01,243,0.1195
2014-01-01,273,0.121
2014-01-01,304,0.122
2014-01-01,335,0.14
2014-01-01,365,0.158
2014-01-01,547,0.184
2014-01-01,730,0.21
2014-01-01,1095,0.4
2014-01-01,2190,1.112
2014-01-01,2555,1.3119999999999998
2014-01-01,2920,1.495
2014-01-01,3285,1.66
2014-01-02,30,0.146
2014-01-02,61,0.158
2014-01-02,91,0.158
2014-01-02,122,0.1635
2014-01-02,152,0.151
2014-01-02,182,0.149
2014-01-02,213,0.15
2014-01-02,243,0.15
2014-01-02,273,0.145
2014-01-02,304,0.145
2014-01-02,335,0.145
2014-01-02,365,0.152
2014-01-02,547,0.17
2014-01-02,730,0.223
2014-01-02,1095,0.4
2014-01-02,2190,1.122
2014-01-02,2555,1.324
2014-01-02,2920,1.507
2014-01-02,3285,1.673
2014-01-03,30,0.14800000000000002
2014-01-03,61,0.151
2014-01-03,91,0.1485
2014-01-03,122,0.146
2014-01-03,152,0.145
2014-01-03,182,0.14400000000000002
2014-01-03,213,0.14300000000000002
2014-01-03,243,0.1485
2014-01-03,273,0.149
2014-01-03,304,0.149
2014-01-03,335,0.145
2014-01-03,365,0.15
2014-01-03,547,0.17
2014-01-03,730,0.2135
2014-01-03,1095,0.3955
2014-01-03,2190,1.111
2014-01-03,2555,1.3159999999999998
2014-01-03,2920,1.501
2014-01-03,3285,1.67
2014-01-06,30,0.146
2014-01-06,61,0.149
2014-01-06,91,0.14800000000000002
2014-01-06,122,0.147
2014-01-06,152,0.149
2014-01-06,182,0.149
2014-01-06,213,0.15
2014-01-06,243,0.15
2014-01-06,273,0.15
2014-01-06,304,0.151
2014-01-06,335,0.149
2014-01-06,365,0.154
2014-01-06,547,0.168
2014-01-06,730,0.21600000000000003
2014-01-06,1095,0.38799999999999996
2014-01-06,2190,1.084
2014-01-06,2555,1.288
2014-01-06,2920,1.4709999999999999
2014-01-06,3285,1.636
2014-01-07,30,0.156
2014-01-07,61,0.155
2014-01-07,91,0.155
2014-01-07,122,0.156
2014-01-07,152,0.157
2014-01-07,182,0.157
2014-01-07,213,0.16
2014-01-07,243,0.161
2014-01-07,273,0.162
2014-01-07,304,0.163
2014-01-07,335,0.163
2014-01-07,365,0.166
2014-01-07,547,0.182
2014-01-07,730,0.22899999999999998
2014-01-07,1095,0.395
2014-01-07,2190,1.075
2014-01-07,2555,1.2770000000000001
2014-01-07,2920,1.459
2014-01-07,3285,1.624
2014-01-08,30,0.16
2014-01-08,61,0.16
2014-01-08,91,0.16
2014-01-08,122,0.163
2014-01-08,152,0.1595
2014-01-08,182,0.166
2014-01-08,213,0.16699999999999998
2014-01-08,243,0.17
2014-01-08,273,0.1655
2014-01-08,304,0.172
2014-01-08,335,0.17300000000000001
2014-01-08,365,0.17600000000000002
2014-01-08,547,0.198
2014-01-08,730,0.24600000000000002
2014-01-08,1095,0.41700000000000004
2014-01-08,2190,1.123
2014-01-08,2555,1.3259999999999998
2014-01-08,2920,1.51
2014-01-08,3285,1.675
2014-01-09,30,0.161
2014-01-09,61,0.162
2014-01-09,91,0.161
2014-01-09,122,0.16399999999999998
2014-01-09,152,0.16399999999999998
2014-01-09,182,0.16399999999999998
2014-01-09,213,0.16399999999999998
2014-01-09,243,0.163
2014-01-09,273,0.16399999999999998
2014-01-09,304,0.165
2014-01-09,335,0.16399999999999998
2014-01-09,365,0.165
2014-01-09,547,0.184
2014-01-09,730,0.23
2014-01-09,1095,0.408
2014-01-09,2190,1.1179999999999999
2014-01-09,2555,1.3230000000000002
2014-01-09,2920,1.507
2014-01-09,3285,1.673
2014-01-10,30,0.1615
2014-01-10,61,0.16399999999999998
2014-01-10,91,0.165
2014-01-10,122,0.163
2014-01-10,152,0.162
2014-01-10,182,0.155
2014-01-10,213,0.159
2014-01-10,243,0.157
2014-01-10,273,0.157
2014-01-10,304,0.157
2014-01-10,335,0.156
2014-01-10,365,0.157
2014-01-10,547,0.1695
2014-01-10,730,0.212
2014-01-10,1095,0.374
2014-01-10,2190,1.058
2014-01-10,2555,1.265
2014-01-10,2920,1.453
2014-01-10,3285,1.6230000000000002
2014-01-13,30,0.162
2014-01-13,61,0.16399999999999998
2014-01-13,91,0.16399999999999998
2014-01-13,122,0.166
2014-01-13,152,0.16
2014-01-13,182,0.16399999999999998
2014-01-13,213,0.162
2014-01-13,243,0.162
2014-01-13,273,0.16
2014-01-13,304,0.159
2014-01-13,335,0.155
2014-01-13,365,0.158
2014-01-13,547,0.17
2014-01-13,730,0.201
2014-01-13,1095,0.35
2014-01-13,2190,1.0270000000000001
2014-01-13,2555,1.232
2014-01-13,2920,1.4169999999999998
2014-01-13,3285,1.585
2014-01-14,30,0.18600000000000003
2014-01-14,61,0.184
2014-01-14,91,0.182
2014-01-14,122,0.183
2014-01-14,152,0.182
2014-01-14,182,0.18
2014-01-14,213,0.18
2014-01-14,243,0.18100000000000002
2014-01-14,273,0.18100000000000002
2014-01-14,304,0.18
2014-01-14,335,0.18
2014-01-14,365,0.182
2014-01-14,547,0.19699999999999998
2014-01-14,730,0.2425
2014-01-14,1095,0.395
2014-01-14,2190,1.0659999999999998
2014-01-14,2555,1.27
2014-01-14,2920,1.454
2014-01-14,3285,1.619
2014-01-15,30,0.201
2014-01-15,61,0.196
2014-01-15,91,0.195
2014-01-15,122,0.193
2014-01-15,152,0.192
2014-01-15,182,0.19399999999999998
2014-01-15,213,0.195
2014-01-15,243,0.19
2014-01-15,273,0.188
2014-01-15,304,0.188
2014-01-15,335,0.188
2014-01-15,365,0.191
2014-01-15,547,0.20199999999999999
2014-01-15,730,0.245
2014-01-15,1095,0.396
2014-01-15,2190,1.065
2014-01-15,2555,1.2690000000000001
2014-01-15,2920,1.453
2014-01-15,3285,1.618
2014-01-16,30,0.2015
2014-01-16,61,0.203
2014-01-16,91,0.2
2014-01-16,122,0.196
2014-01-16,152,0.1895
2014-01-16,182,0.19
2014-01-16,213,0.187
2014-01-16,243,0.184
2014-01-16,273,0.185
2014-01-16,304,0.179
2014-01-16,335,0.177
2014-01-16,365,0.18
2014-01-16,547,0.185
2014-01-16,730,0.2225
2014-01-16,1095,0.363
2014-01-16,2190,1.03
2014-01-16,2555,1.2329999999999999
2014-01-16,2920,1.4169999999999998
2014-01-16,3285,1.5830000000000002
2014-01-17,30,0.1895
2014-01-17,61,0.195
2014-01-17,91,0.18600000000000003
2014-01-17,122,0.182
2014-01-17,152,0.17800000000000002
2014-01-17,182,0.175
2014-01-17,213,0.17
2014-01-17,243,0.171
2014-01-17,273,0.17300000000000001
2014-01-17,304,0.16699999999999998
2014-01-17,335,0.165
2014-01-17,365,0.16399999999999998
2014-01-17,547,0.17
2014-01-17,730,0.198
2014-01-17,1095,0.336
2014-01-17,2190,0.993
2014-01-17,2555,1.195
2014-01-17,2920,1.3780000000000001
2014-01-17,3285,1.545
2014-01-20,30,0.1963
2014-01-20,61,0.191
2014-01-20,91,0.19
2014-01-20,122,0.1885
2014-01-20,152,0.18
2014-01-20,182,0.174
2014-01-20,213,0.17
2014-01-20,243,0.17
2014-01-20,273,0.1705
2014-01-20,304,0.16399999999999998
2014-01-20,335,0.163
2014-01-20,365,0.162
2014-01-20,547,0.16399999999999998
2014-01-20,730,0.195
2014-01-20,1095,0.335
2014-01-20,2190,0.981
2014-01-20,2555,1.1840000000000002
2014-01-20,2920,1.369
2014-01-20,3285,1.536
2014-01-21,30,0.212
2014-01-21,61,0.20600000000000002
2014-01-21,91,0.19899999999999998
2014-01-21,122,0.18899999999999997
2014-01-21,152,0.185
2014-01-21,182,0.179
2014-01-21,213,0.17600000000000002
2014-01-21,243,0.172
2014-01-21,273,0.16899999999999998
2014-01-21,304,0.1585
2014-01-21,335,0.166
2014-01-21,365,0.163
2014-01-21,547,0.184
2014-01-21,730,0.2025
2014-01-21,1095,0.33299999999999996
2014-01-21,2190,0.972
2014-01-21,2555,1.175
2014-01-21,2920,1.359
2014-01-21,3285,1.525
2014-01-22,30,0.205
2014-01-22,61,0.19699999999999998
2014-01-22,91,0.192
2014-01-22,122,0.187
2014-01-22,152,0.175
2014-01-22,182,0.17300000000000001
2014-01-22,213,0.16899999999999998
2014-01-22,243,0.171
2014-01-22,273,0.16399999999999998
2014-01-22,304,0.163
2014-01-22,335,0.16
2014-01-22,365,0.163
2014-01-22,547,0.175
2014-01-22,730,0.205
2014-01-22,1095,0.35700000000000004
2014-01-22,2190,1.001
2014-01-22,2555,1.203
2014-01-22,2920,1.385
2014-01-22,3285,1.55
2014-01-23,30,0.1985
2014-01-23,61,0.196
2014-01-23,91,0.185
2014-01-23,122,0.18
2014-01-23,152,0.17
2014-01-23,182,0.174
2014-01-23,213,0.165
2014-01-23,243,0.16
2014-01-23,273,0.161
2014-01-23,304,0.159
2014-01-23,335,0.159
2014-01-23,365,0.159
2014-01-23,547,0.16699999999999998
2014-01-23,730,0.1975
2014-01-23,1095,0.325
2014-01-23,2190,0.953
2014-01-23,2555,1.15
2014-01-23,2920,1.328
2014-01-23,3285,1.489
2014-01-24,30,0.2
2014-01-24,61,0.19399999999999998
2014-01-24,91,0.19
2014-01-24,122,0.17800000000000002
2014-01-24,152,0.17300000000000001
